,HOUR,UNITDESC,PARKING_SPACE,OCCUPANCY
10061,16,18TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,18.0,0.8333333333333334
10062,16,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,21.2,0.7375
10063,16,19TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,39.0,0.9038461538461539
10064,16,1ST AVE BETWEEN BATTERY ST AND WALL ST,13.2,0.6909090909090909
10065,16,1ST AVE BETWEEN BELL ST AND BATTERY ST,29.75,0.8541666666666666
10066,16,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,20.8,0.6923076923076923
10067,16,1ST AVE BETWEEN BROAD ST AND EAGLE ST,12.5,0.625
10068,16,1ST AVE BETWEEN CEDAR ST AND CLAY ST,11.8,0.7672727272727273
10069,16,1ST AVE BETWEEN CLAY ST AND BROAD ST,19.2,0.5
10070,16,1ST AVE BETWEEN EAGLE ST AND WARREN PL,1.0,1.0
10071,16,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,14.8,0.7164705882352942
10072,16,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,5.0,0.4375
10073,16,1ST AVE BETWEEN VINE ST AND CEDAR ST,13.0,0.6525252525252526
10074,16,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,10.0,0.9
10075,16,1ST AVE BETWEEN WALL ST AND VINE ST,13.2,0.9272727272727274
10076,16,1ST AVE BETWEEN WARREN PL AND BAY ST,10.0,0.625
10077,16,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,15.666666666666666,0.6623931623931624
10078,16,1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,3.5,0.611111111111111
10079,16,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,21.333333333333332,0.6058479532163742
10080,16,1ST AVE N BETWEEN MERCER ST AND ROY ST,8.166666666666666,0.3095238095238095
10081,16,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,32.666666666666664,0.6488095238095238
10082,16,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,13.2,0.5057142857142857
10083,16,1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,14.0,0.7857142857142857
10084,16,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,29.833333333333332,0.4819753086419752
10085,16,1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,16.0,0.875
10086,16,1ST AVE S BETWEEN S FOREST ST AND S HANFORD ST,17.0,0.7058823529411765
10087,16,1ST AVE S BETWEEN S HANFORD ST AND S HORTON ST,24.0,0.5416666666666666
10088,16,1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,33.0,0.45454545454545453
10089,16,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,19.333333333333332,0.8055555555555557
10090,16,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,43.42857142857143,0.6165413533834586
10091,16,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,25.0,0.36
10092,16,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,16.333333333333332,0.75
10093,16,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,45.0,0.3111111111111111
10094,16,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,3.75,0.25
10095,16,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,47.0,0.40425531914893614
10096,16,1ST AVE S BETWEEN S WALKER ST AND S STACY ST,25.0,0.28
10097,16,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,14.666666666666666,0.9880952380952381
10098,16,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,11.666666666666666,0.6236111111111111
10099,16,1ST AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,13.5,0.8622377622377623
10100,16,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,25.666666666666668,0.8333333333333334
10101,16,1ST AVE W BETWEEN W MERCER ST AND W ROY ST,7.166666666666667,0.7333333333333333
10102,16,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,17.5,0.4777777777777777
10103,16,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,21.25,0.5233918128654971
10104,16,1ST AVE W BETWEEN WESTERN AVE W AND W JOHN ST,9.0,0.6597222222222222
10105,16,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,36.5,1.0
10106,16,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,46.5,0.9057239057239057
10107,16,20TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,10.0,0.8
10108,16,20TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,8.4,0.5428571428571428
10109,16,20TH AVE NW BETWEEN RUSSELL AVE NW AND NW MARKET ST,11.5,0.625
10110,16,20TH AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,18.0,0.9444444444444444
10111,16,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,18.8,0.6061274509803922
10112,16,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,10.8,0.7333333333333333
10113,16,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,11.0,0.6399999999999999
10114,16,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,22.75,0.7329721362229102
10115,16,24TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,10.4,0.3583333333333333
10116,16,24TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,22.0,1.0
10117,16,24TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST,26.0,0.7692307692307693
10118,16,24TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,10.6,0.653968253968254
10119,16,27TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,46.0,0.5
10120,16,28TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,24.0,0.625
10121,16,2ND AV ET S BETWEEN S JACKSON ST AND S MAIN ST,6.142857142857143,0.6238095238095237
10122,16,2ND AV ET S BETWEEN S MAIN ST AND S WASHINGTON ST,8.75,0.7142857142857142
10123,16,2ND AV ET S BETWEEN S WASHINGTON ST AND YESLER WAY,11.25,0.6666666666666666
10124,16,2ND AVE BETWEEN BATTERY ST AND WALL ST,13.2,0.7685714285714286
10125,16,2ND AVE BETWEEN BELL ST AND BATTERY ST,28.75,0.9456521739130435
10126,16,2ND AVE BETWEEN BLANCHARD ST AND BELL ST,11.6,0.9266666666666665
10127,16,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,21.75,0.49722222222222223
10128,16,2ND AVE BETWEEN CEDAR ST AND CLAY ST,20.75,0.3924019607843138
10129,16,2ND AVE BETWEEN CHERRY ST AND COLUMBIA ST,5.0,0.6666666666666666
10130,16,2ND AVE BETWEEN CLAY ST AND BROAD ST,9.4,0.38
10131,16,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,8.0,0.75
10132,16,2ND AVE BETWEEN JAMES ST AND CHERRY ST,7.0,0.6190476190476191
10133,16,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,9.6,0.7777777777777778
10134,16,2ND AVE BETWEEN MADISON ST AND SPRING ST,6.0,1.0
10135,16,2ND AVE BETWEEN MARION ST AND MADISON ST,6.0,0.16666666666666666
10136,16,2ND AVE BETWEEN PIKE ST AND PINE ST,6.333333333333333,0.7916666666666666
10137,16,2ND AVE BETWEEN PINE ST AND STEWART ST,7.5,0.5833333333333333
10138,16,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,9.0,0.0
10139,16,2ND AVE BETWEEN SPRING ST AND SENECA ST,9.0,0.3333333333333333
10140,16,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,13.0,0.7363636363636363
10141,16,2ND AVE BETWEEN UNION ST AND PIKE ST,9.0,0.6666666666666666
10142,16,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,9.0,0.3333333333333333
10143,16,2ND AVE BETWEEN VINE ST AND CEDAR ST,11.0,0.5571428571428572
10144,16,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,12.75,0.8506493506493507
10145,16,2ND AVE BETWEEN WALL ST AND VINE ST,15.6,0.6664102564102564
10146,16,2ND AVE BETWEEN YESLER WAY AND JAMES ST,5.0,0.7999999999999999
10147,16,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,18.666666666666668,0.8125
10148,16,2ND AVE N BETWEEN JOHN ST AND THOMAS ST,10.8,0.7333333333333333
10149,16,2ND AVE N BETWEEN MERCER ST AND ROY ST,16.333333333333332,0.9285714285714285
10150,16,2ND AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,22.0,0.7764705882352941
10151,16,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,22.333333333333332,0.8722222222222223
10152,16,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,13.428571428571429,0.7252461823890395
10153,16,2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,22.714285714285715,0.8607503607503608
10154,16,2ND AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,29.0,1.0
10155,16,2ND AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,21.0,0.875
10156,16,2ND AVE W BETWEEN W THOMAS ST AND W HARRISON ST,19.5,1.0
10157,16,2ND AVE W BETWEEN WESTERN AVE W AND W THOMAS ST,15.5,0.95
10158,16,30TH AVE NE BETWEEN LAKE CITY N WAY NE AND NE 125TH ST,30.0,0.5666666666666667
10159,16,30TH AVE NE BETWEEN NE 120TH ST AND LAKE CITY S WAY NE,30.0,0.2
10160,16,30TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,19.0,0.42105263157894735
10161,16,31ST AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,17.0,0.8823529411764706
10162,16,31ST AVE NE BETWEEN NE 123RD ST AND LAKE CITY WAY NE,34.0,0.5588235294117647
10163,16,33RD AVE NE BETWEEN NE 125TH ST AND NE 130TH ST,88.0,0.625
10164,16,36TH AVE SW BETWEEN SW AVALON WAY AND SW OREGON ST,24.0,0.5
10165,16,36TH AVE SW BETWEEN SW OREGON ST AND SW SNOQUALMIE ST,30.0,0.8666666666666667
10166,16,36TH AVE SW BETWEEN SW SNOQUALMIE ST AND SW ALASKA ST,30.0,0.8
10167,16,37TH AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,14.0,0.7875
10168,16,37TH AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,18.0,0.8888888888888888
10169,16,37TH AVE S BETWEEN S HUDSON ST AND S DAWSON ST,15.0,0.8666666666666667
10170,16,37TH AVE SW BETWEEN SW OREGON ST AND SW SNOQUALMIE ST,21.0,0.8095238095238095
10171,16,37TH AVE SW BETWEEN SW SNOQUALMIE ST AND SW ALASKA ST,20.0,0.8
10172,16,38TH AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,30.0,0.4666666666666667
10173,16,38TH AVE SW BETWEEN FAUNTLEROY WAY SW AND SW ALASKA ST,23.0,0.6521739130434783
10174,16,38TH AVE SW BETWEEN SW OREGON ST AND FAUNTLEROY WAY SW,6.0,0.6666666666666666
10175,16,39TH AVE S BETWEEN S AMERICUS ST AND S ANGELINE ST,14.0,0.5
10176,16,39TH AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,6.0,0.6666666666666666
10177,16,39TH AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,13.0,0.7857142857142857
10178,16,39TH AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,10.0,0.8
10179,16,39TH AVE S BETWEEN S HUDSON ST AND S PEARL ST,16.0,0.6875
10180,16,39TH AVE SW BETWEEN SW OREGON ST AND FAUNTLEROY WAY SW,60.0,0.6333333333333333
10181,16,3RD AVE BETWEEN BATTERY ST AND WALL ST,13.6,0.5208333333333333
10182,16,3RD AVE BETWEEN BELL ST AND BATTERY ST,12.0,0.9259259259259259
10183,16,3RD AVE BETWEEN BLANCHARD ST AND BELL ST,21.4,0.530718954248366
10184,16,3RD AVE BETWEEN BROAD ST AND DENNY WAY,3.8,0.6666666666666666
10185,16,3RD AVE BETWEEN CEDAR ST AND CLAY ST,21.2,0.4013888888888889
10186,16,3RD AVE BETWEEN CLAY ST AND BROAD ST,19.4,0.47058823529411764
10187,16,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,21.6,0.6983529411764706
10188,16,3RD AVE BETWEEN VINE ST AND CEDAR ST,1.2,0.4
10189,16,3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,6.25,0.75
10190,16,3RD AVE BETWEEN WALL ST AND VINE ST,22.8,0.6210526315789474
10191,16,3RD AVE N BETWEEN MERCER ST AND ROY ST,5.166666666666667,0.7261904761904763
10192,16,3RD AVE N BETWEEN ROY ST AND VALLEY ST,14.0,0.7857142857142857
10193,16,3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,2.0,0.8
10194,16,3RD AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,4.857142857142857,0.5714285714285714
10195,16,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,8.0,0.8367346938775511
10196,16,3RD AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,14.5,0.95
10197,16,3RD AVE W BETWEEN W THOMAS ST AND W THOMAS ST OVERPASS,4.0,1.0
10198,16,40TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,13.0,0.7692307692307693
10199,16,41ST AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,30.0,0.7
10200,16,42ND AVE S BETWEEN S AMERICUS ST AND S ANGELINE ST,9.0,0.4444444444444444
10201,16,42ND AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,19.0,0.3684210526315789
10202,16,42ND AVE S BETWEEN S EDMUNDS ST AND S FERDINAND N ST,12.0,0.9166666666666666
10203,16,42ND AVE S BETWEEN S FERDINAND N ST AND S FERDINAND S ST,9.0,0.4444444444444444
10204,16,42ND AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,39.0,0.8461538461538461
10205,16,42ND AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,45.0,0.6888888888888889
10206,16,44TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,32.0,0.75
10207,16,44TH AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,31.0,0.6129032258064516
10208,16,4TH AVE BETWEEN BATTERY ST AND WALL ST,18.0,0.6266666666666667
10209,16,4TH AVE BETWEEN BELL ST AND BATTERY ST,16.25,0.8076923076923077
10210,16,4TH AVE BETWEEN BLANCHARD ST AND BELL ST,18.75,0.6558441558441559
10211,16,4TH AVE BETWEEN CEDAR ST AND CLAY ST,10.2,0.7555555555555554
10212,16,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,14.4,0.75
10213,16,4TH AVE BETWEEN MADISON ST AND SPRING ST,9.0,0.22999999999999998
10214,16,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,8.4,0.2
10215,16,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,11.0,0.90625
10216,16,4TH AVE BETWEEN UNION ST AND PIKE ST,11.5,0.06666666666666667
10217,16,4TH AVE BETWEEN VINE ST AND CEDAR ST,19.0,0.7333333333333333
10218,16,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,14.4,0.74
10219,16,4TH AVE BETWEEN WALL ST AND VINE ST,19.0,0.6708333333333333
10220,16,4TH AVE N BETWEEN DENNY WAY AND BROAD ST,27.4,0.7636363636363636
10221,16,4TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,10.0,0.85
10222,16,4TH AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,17.666666666666668,1.0
10223,16,4TH AVE S BETWEEN S LANDER ST AND S FOREST ST,28.0,0.32142857142857145
10224,16,4TH AVE S BETWEEN S STACY ST AND S LANDER ST,15.0,0.4
10225,16,4TH AVE W BETWEEN ELLIOTT AVE W AND W HARRISON ST,6.5,0.7738095238095238
10226,16,5TH AVE BETWEEN BATTERY ST AND WALL ST,21.6,0.6444444444444445
10227,16,5TH AVE BETWEEN BELL ST AND BATTERY ST,23.0,0.8685714285714285
10228,16,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,27.5,0.6818181818181818
10229,16,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,9.0,0.4444444444444444
10230,16,5TH AVE BETWEEN LENORA ST AND BLANCHARD ST,21.25,0.6617647058823529
10231,16,5TH AVE BETWEEN MARION ST AND MADISON ST,9.0,0.7875
10232,16,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,15.75,0.6607142857142857
10233,16,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,4.0,0.5
10235,16,5TH AVE BETWEEN VIRGINIA ST AND LENORA ST,26.75,0.6874999999999999
10236,16,5TH AVE BETWEEN WALL ST AND VINE ST,19.2,0.6875
10237,16,5TH AVE N BETWEEN JOHN ST AND BROAD ST,4.75,0.7666666666666666
10238,16,5TH AVE N BETWEEN MERCER ST AND ROY ST,8.5,0.47916666666666663
10239,16,5TH AVE N BETWEEN ROY ST AND VALLEY ST,9.0,0.8333333333333333
10240,16,5TH AVE N BETWEEN VALLEY ST AND ALOHA ST,16.0,0.8125
10241,16,5TH AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,16.0,0.375
10242,16,5TH AVE S BETWEEN S KING ST AND S WELLER ST,5.571428571428571,0.5357142857142858
10243,16,5TH AVE S BETWEEN S WELLER ST AND S DEARBORN ST,10.285714285714286,0.7142857142857143
10244,16,6TH AVE BETWEEN BATTERY ST AND WALL ST,15.2,0.6895104895104895
10245,16,6TH AVE BETWEEN BELL ST AND BATTERY ST,14.2,0.957422969187675
10246,16,6TH AVE BETWEEN BLANCHARD ST AND BELL ST,19.5,0.5641712454212454
10247,16,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,25.25,0.6666666666666666
10248,16,6TH AVE BETWEEN LENORA ST AND BLANCHARD ST,11.0,0.7272727272727273
10249,16,6TH AVE BETWEEN OLIVE WAY AND STEWART ST,4.5,0.5
10250,16,6TH AVE BETWEEN PIKE ST AND PINE ST,22.2,0.8408359133126935
10251,16,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,8.75,0.2857142857142857
10252,16,6TH AVE BETWEEN UNION ST AND PIKE ST,10.8,0.74
10253,16,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,8.75,0.875
10254,16,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST,11.666666666666666,0.8418803418803419
10255,16,6TH AVE BETWEEN WALL ST AND DENNY WAY,12.0,0.72
10256,16,6TH AVE BETWEEN WESTLAKE AVE AND VIRGINIA ST,10.8,0.7
10257,16,6TH AVE N BETWEEN DEAD END 1 AND ROY ST,12.5,1.0
10258,16,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,21.6,0.4333333333333333
10259,16,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,42.6,0.2503636542336233
10260,16,6TH AVE N BETWEEN ROY ST AND VALLEY ST,8.5,0.95
10261,16,6TH AVE S BETWEEN S BAYVIEW ST AND S LANDER ST,62.0,0.6774193548387096
10262,16,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,11.571428571428571,0.7201548451548453
10263,16,6TH AVE S BETWEEN S KING ST AND S WELLER ST,19.428571428571427,0.7478991596638656
10264,16,6TH AVE S BETWEEN S LANDER ST AND S FOREST ST,12.0,0.75
10265,16,6TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,13.142857142857142,0.6142857142857142
10266,16,6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,15.714285714285714,0.6985871271585556
10267,16,6TH AVE S BETWEEN S STACY ST AND S BAYVIEW ST,40.0,0.85
10268,16,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,13.0,0.8452380952380951
10269,16,7TH AVE BETWEEN BATTERY ST AND AURORA NB AVE N,4.0,0.25
10270,16,7TH AVE BETWEEN BELL ST AND DEXTER AVE,7.0,0.48
10271,16,7TH AVE BETWEEN BLANCHARD ST AND BELL ST,15.5,0.49166666666666664
10272,16,7TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9.5,0.625
10273,16,7TH AVE BETWEEN JAMES ST AND CHERRY ST,14.75,0.6833333333333333
10274,16,7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,8.0,0.5
10275,16,7TH AVE BETWEEN MADISON ST AND SPRING ST,8.25,0.4928571428571429
10276,16,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,7.2,0.6666666666666667
10277,16,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,14.5,0.7450980392156863
10278,16,7TH AVE BETWEEN PIKE ST AND PINE ST,4.8,0.8
10279,16,7TH AVE BETWEEN PINE ST AND OLIVE WAY,9.0,0.9444444444444444
10280,16,7TH AVE BETWEEN STEWART ST AND VIRGINIA ST,7.4,0.8571428571428571
10281,16,7TH AVE BETWEEN UNION ST AND PIKE ST,12.8,0.7212121212121212
10282,16,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,4.8,0.75
10283,16,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,9.142857142857142,0.7857142857142857
10284,16,7TH AVE S BETWEEN S KING ST AND S WELLER ST,13.0,0.699134199134199
10285,16,7TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,13.714285714285714,0.32142857142857145
10286,16,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,16.857142857142858,0.575091575091575
10287,16,8TH AVE BETWEEN BELL ST AND DENNY WAY,14.0,0.43076923076923074
10288,16,8TH AVE BETWEEN BLANCHARD ST AND BELL ST,10.666666666666666,0.4444444444444444
10289,16,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,18.0,0.8133333333333332
10290,16,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,21.0,0.9555555555555555
10291,16,8TH AVE BETWEEN JAMES ST AND CHERRY ST,13.75,0.8181818181818181
10292,16,8TH AVE BETWEEN MADISON ST AND SPRING ST,2.5,0.375
10293,16,8TH AVE BETWEEN MARION ST AND MADISON ST,4.8,0.6
10294,16,8TH AVE BETWEEN OLIVE WAY AND STEWART ST,12.0,0.8055555555555557
10295,16,8TH AVE BETWEEN PINE ST AND OLIVE WAY,4.8,0.4
10296,16,8TH AVE BETWEEN SPRING ST AND SENECA ST,5.0,0.9375
10297,16,8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,8.75,0.7857142857142857
10298,16,8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,13.4,0.6813186813186813
10299,16,8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,10.333333333333334,0.2962962962962963
10300,16,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,50.6,0.48372751909337275
10301,16,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,7.25,0.8333333333333334
10302,16,8TH AVE N BETWEEN JOHN ST AND THOMAS ST,25.8,0.42669950738916257
10303,16,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,10.0,0.8
10305,16,8TH AVE N BETWEEN ROY ST AND VALLEY ST,32.0,0.40356494684988337
10306,16,8TH AVE N BETWEEN THOMAS ST AND HARRISON ST,18.666666666666668,0.555050505050505
10307,16,8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,19.2,0.4632491241010511
10308,16,8TH AVE S BETWEEN S JACKSON ST AND S KING ST,2.8,0.9199999999999999
10309,16,8TH AVE S BETWEEN S KING ST AND S WELLER ST,9.857142857142858,0.5630952380952381
10310,16,8TH AVE S BETWEEN S WELLER ST AND S LANE ST,14.714285714285714,0.5247252747252747
10311,16,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,6.4,0.8800000000000001
10312,16,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,14.2,0.8612554112554113
10313,16,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,11.0,0.9545454545454546
10314,16,9TH AVE BETWEEN HOWELL ST AND STEWART ST,13.333333333333334,0.9023569023569024
10315,16,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,2.6666666666666665,0.8333333333333334
10316,16,9TH AVE BETWEEN LENORA ST AND BLANCHARD ST,9.8,0.9
10317,16,9TH AVE BETWEEN MADISON ST AND SPRING ST,16.8,0.5428571428571428
10318,16,9TH AVE BETWEEN MARION ST AND MADISON ST,12.5,0.9
10319,16,9TH AVE BETWEEN PINE ST AND OLIVE WAY,13.333333333333334,0.7999999999999999
10320,16,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,7.8,0.8333333333333333
10321,16,9TH AVE BETWEEN SPRING ST AND SENECA ST,6.0,0.8800000000000001
10322,16,9TH AVE BETWEEN SPRUCE ST AND ALDER ST,8.0,0.9444444444444445
10323,16,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,6.4,1.0
10324,16,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,5.2,0.9
10325,16,9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,3.0,1.0
10326,16,9TH AVE N BETWEEN BROAD E ST AND WESTLAKE AVE N,10.0,0.7194444444444443
10327,16,9TH AVE N BETWEEN DENNY WAY AND JOHN ST,34.666666666666664,0.5384615384615384
10328,16,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,19.0,0.8246153846153846
10329,16,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,16.0,0.6041666666666667
10330,16,9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,13.0,0.6875
10331,16,9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,21.0,0.746031746031746
10332,16,ALASKAN E RDWY WAY BETWEEN MADISON ST AND SPRING ST,8.0,0.8125
10333,16,ALASKAN E RDWY WAY BETWEEN SPRING ST AND SENECA ST,6.0,0.6666666666666666
10334,16,ALASKAN E RDWY WAY BETWEEN UNIVERSITY ST AND UNION ST,4.0,1.0
10335,16,ALASKAN E RDWY WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,1.1666666666666667,0.8333333333333334
10336,16,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,21.0,0.6190476190476191
10337,16,ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,26.0,0.7474074074074074
10338,16,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,19.0,1.0
10339,16,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,15.5,0.7200854700854701
10340,16,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,21.5,0.65
10341,16,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,33.5,0.8078703703703703
10342,16,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,15.25,0.963095238095238
10343,16,ALDER ST BETWEEN TERRY AVE AND BROADWAY,11.25,0.9166666666666666
10344,16,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,18.4,0.48235294117647054
10345,16,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,12.0,0.5
10346,16,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,9.2,0.491919191919192
10347,16,ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,20.8,0.639766081871345
10348,16,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,23.75,0.6052631578947368
10349,16,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,27.5,0.8229166666666666
10350,16,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,60.6,0.616548680430082
10351,16,BALLARD AVE NW BETWEEN NW 48TH ST AND NW DOCK PL,15.0,0.75
