Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,TRANS SERVICES,2000 Grimes Way,PACCAR,Pullman,WA,99164,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.7297336,-117.1563327,2018/10/31,80116,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Island Athletic Club - Tesla,5511 S Freeland Ave,,Freeland,WA,98249,,360-331-2582  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.010776,-122.533294,2018/1/4,80358,2018-03-06 01:52:59 UTC,P,,,2016/12/15,,,,,TESLA,US,,,,Public,,public,,
ELEC,Marcus Whitman Hotel - Tesla,6 W Rose St,,Walla Walla,WA,99362,,509-525-2200  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.067801,-118.341422,2018/1/4,80359,2018-03-06 00:56:33 UTC,P,,,2016/12/15,,,,,TESLA,US,,,,Public,,public,,
ELEC,The Commons at Ballard,"5621 22nd Avenue, NW",,Seattle,WA,98107,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,8,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6699634,-122.3847489,2018/10/31,80484,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Juxt,"810 Dexter Ave., North",,Seattle,WA,98109,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6266892,-122.341933,2018/10/31,80926,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,LINC SQUARE EXP,432-492 Bellevue Way NE,"LSE P2 #2; LINCOLN SQUARE EXPANSION, P2 OF PARKING GARAGE",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614294,-122.2012549,2018/10/31,81023,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,LINC SQUARE EXP,410 Bellevue Way NE,"LSE P2 #1; P2 OF PARKING GARRAGE TO THE RIGHT FROM BOTTOM OF THE RAMP
LSS P2 104-105; Only for use by residents assigned Space 104 and Space 105 on garage level P2
LSS P2 111-112; Located on level P2 for use by residents and their guests
LSS P6 1; South end of Garage
P5 1; South end of Garage",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.614035,-122.201358,2018/10/31,81024,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Skagit General Store,500 Newhalem St,"Located behind store, east of Highway 20",Rockport,WA,98283,,206-684-3000,E,,Public,24 hours daily,,,,,,1,,,,,GPS,48.6735,-121.244711,2018/6/5,81080,2018-06-05 19:29:00 UTC,T,,,2015/7/1,,,,,J1772,US,,,,Public,,public,,
ELEC,Leavenworth Fish Hatchery,12790 Fish Hatchery Rd,Located at gate to hatchery,Leavenworth,WA,98826,,509-548-7641,E,,Public,24 hours daily,,,,,,1,,,,,GPS,47.558592,-120.675803,2018/6/5,81081,2018-06-05 19:29:00 UTC,FG,16,Department of the Interior,2016/8/1,,,,,J1772,US,,,,Public,,public,,DOI
ELEC,Lincoln County Museum,600 7th St,Located one block south of Highway 2,Davenport,WA,99122,,509-725-6711,E,,Public,24 hours daily,,,,,,1,,,,,GPS,47.652922,-118.150361,2018/6/5,81083,2018-06-05 19:29:00 UTC,LG,,,2016/10/1,,,,,J1772,US,,,,Public,,public,,
ELEC,V and C Real Estate,1504 W Northwest Blvd,,Spokane,WA,99205,,509-327-4624,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,47.6789249,-117.4343555,2017/2/1,81162,2018-10-31 19:39:27 UTC,P,,,2016/7/15,,,,,J1772,US,,,,Public,,public,,
ELEC,Dupont Family Dentistry,975 Ross Avenue,,DuPont,WA,98327,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.0920691,-122.6422247,2018/10/31,81258,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,"Walgreens - Vancouver, WA #10141",2903 NE Andersen Rd,,Vancouver,WA,98661,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.643374,-122.600102,2018/10/31,81414,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,MERCER ISLAND,9611 SE 36TH STREET City Hall,"CITY HALL #2; NEAR I-90 Exit #8 (EAST MERCER WAY) - 24x7 ACCESS
CITY HALL #3; NEAR I-90 Exit #8 (EAST MERCER WAY) - 24x7 ACCESS
MI CITY HALL #1; NEAR I-90 Exit #8 (EAST MERCER WAY) - 24x7 ACCESS",Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,1,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.577139,-122.21034,2018/10/31,81587,2018-10-31 09:03:42 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Bigness,501 Westlake Avenue North,The garage is open 24 hours to Amazon employees and to the public during regular business hours.,Seattle,WA,98109,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,3,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.623118,-122.3384388,2018/10/31,81619,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Apollo,325 9th Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,3,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6216383,-122.3401186,2018/10/31,81620,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Mercy 1Transport,5406 NE 107th Avenue,,Vancouver,WA,98662,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.661573,-122.5636326,2018/10/31,81640,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Bellevue Corporate Plaza,"600 108th Avenue, NE
Suite 116",,Bellevue,WA,98004,,800-663-5633,E,,Public - Card key at all times,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6159842,-122.195596,2018/10/31,81738,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,UW TACOMA 6215,1901 Jefferson Ave,UW TAC LIB 1; Just to the right as you enter the UW Library parking lot.,Tacoma,WA,98402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.2442292,-122.4388691,2018/10/31,81742,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Kitsap Transit - George's Corner Park N Ride,27618 Hansville Rd NE,,Kingston,WA,98346,,360-373-2877,E,,Public,24 hours daily,,,,,2,2,,,OpConnect,http://www.opconnect.com/,200-9,47.812377,-122.540281,2018/3/8,81779,2018-03-08 17:27:07 UTC,LG,,,2017/2/1,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Kitsap Transit - Harper Church Park N Ride,10384 SE Sedgwick Rd,,Port Orchard,WA,98366,,360-373-2877,E,,Public,24 hours daily,,,,,1,1,,,OpConnect,http://www.opconnect.com/,200-9,47.504376,-122.514664,2018/3/8,81780,2018-03-08 17:27:07 UTC,LG,,,2017/2/1,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Kitsap Transit - North Viking Poulsbo Park N Ride,21992 Viking Way NW,,Poulsbo,WA,98370,,360-373-2877,E,,Public,24 hours daily,,,,,4,2,,,OpConnect,http://www.opconnect.com/,GPS,47.760676,-122.649657,2018/8/7,81781,2018-08-07 22:32:24 UTC,LG,,,2017/2/1,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Comfort Inn & Suites,401 East 13th Street,,Vancouver,WA,98660,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.6304919,-122.6676833,2018/10/31,81810,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Thompson Hotel - Tesla,100 Stewart St,,Seattle,WA,98101,,206-623-4600  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.610281,-122.341362,2017/4/6,81882,2018-03-06 00:38:44 UTC,P,,,2017/3/1,,,,,TESLA,US,,,,Public,,public,,
ELEC,Quillayute River Resort - Tesla,473 Mora Rd,,Forks,WA,98331,,360-374-7447  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.915109,-124.544883,2017/4/6,81883,2018-03-06 00:38:44 UTC,P,,,2017/3/1,,,,,TESLA,US,,,,Public,,public,,
ELEC,Oxford Suites Spokane Valley - Tesla,15015 E Indiana Ave,,Spokane Valley,WA,99216,,509-847-1000  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.675378,-117.206738,2017/4/6,81884,2018-03-06 00:38:44 UTC,P,,,2017/3/1,,,,,TESLA,US,,,,Public,,public,,
ELEC,GreenHouse Inn by the Bay - Tesla,630 Marine Dr,,Sequim,WA,98382,,360-504-2489  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.148748,-123.153244,2017/4/6,81885,2018-03-06 00:38:43 UTC,P,,,2017/3/1,,,,,TESLA,US,,,,Public,,public,,
ELEC,Cranberry Road Winery - Tesla,2858 S Forrest St,,Westport,WA,95895,,360-268-7082  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.860034,-124.107732,2017/4/6,81886,2018-03-06 01:02:57 UTC,P,,,2017/3/1,,,,,TESLA,US,,,,Public,,public,,
ELEC,Courtyard by Marriott - Tesla,11010 NE 8th St,,Bellevue,WA,98004,,425-454-5888  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla use only; for guest use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.617665,-122.193105,2017/4/6,81887,2018-03-06 00:30:00 UTC,P,,,2017/3/1,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,EDMONDSNISSAN,24325 WA-99,CHARGEPOINT MID,Edmonds,WA,98026,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.778399,-122.3442599,2018/10/31,82083,2018-10-31 09:03:42 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,
ELEC,LONG BEACH,406 Oregon Ave S,STATION 1; East side of parking lot across from carnival rides,Long Beach,WA,98631,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.3493393,-124.0535196,2018/10/31,82155,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Legacy Partners Commercial,"7525 SE 4th Street, Suite 180",,Mercer Island,WA,98040,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.60692,-122.1987223,2018/10/31,82230,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SAMMAMISH,301 - 228th Avenue SE,"SAMM VILLAGE #1; Level 2 of Garage, retail. Follow sign at entry",Sammamish,WA,98074,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6059528,-122.0373912,2018/10/31,82271,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,THE SUMMIT,10885 NE 4th St,"THE SUMMIT - P1; Parking Level 1 - 108th Ave EntranceExit
THE SUMMIT - P2; Parking Level 2 - 110th Ave Entrance/Exit",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.613535,-122.195103,2018/10/31,82346,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Bridgeport - City Hall,1206 Columbia Ave,,Bridgeport,WA,98813,,509-686-4041,E,,Public,24 hours daily,,,,,,1,,,,,GPS,48.009356,-119.672953,2018/6/5,82396,2018-06-05 19:29:00 UTC,LG,,,2017/4/1,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Tonasket - City Hall,209 N Whitcomb,Located behind City Hall,Tonasket,WA,98855,,509-486-2132,E,,Public,24 hours daily,,,,,,1,,,,,GPS,48.705586,-119.438406,2018/6/5,82397,2018-06-05 19:29:00 UTC,LG,,,2017/4/1,,,,,J1772,US,,,,Public,,public,,
ELEC,Fiona,500 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6238939,-122.3354537,2018/10/31,82421,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Obidos/Rufus,550 Terry Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6238724,-122.3368304,2018/10/31,82422,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Cricket,440 Terry Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6228682,-122.3365531,2018/10/31,82423,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Ruby/Dawson,345 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6217807,-122.3364988,2018/10/31,82424,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Wainwright,535 Terry Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6240673,-122.3375106,2018/10/31,82425,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Arizona,207 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,6,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.620173,-122.3362563,2018/10/31,82426,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Y.V.M.H.,2811 Tieton Dr,"NORTH PARKING-1; -
NORTH PARKING-2; -
SOUTH PARKING-1
SOUTH PARKING-2",Yakima,WA,98902,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,46.593176,-120.550383,2018/10/31,82447,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PREMIERE,1525 9th Ave,PREMIERE #1; Space A012 &amp; A013,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6131604,-122.3320902,2018/10/31,82495,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,ESSEX,10822 NE 2nd Pl,BELLCENTERE 01; -,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6124681,-122.1943078,2018/10/31,82499,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Doppler,2021 7th Avenue,"The stations are located on P2, P3 and P6",Seattle,WA,98121,,800-663-5633,E,,Public,MO: 06:00am-12:00am; TU: 06:00am-12:00am; WE: 06:00am-12:00am; TH: 06:00am-12:00am; FR: 06:00am-12:00am; SA: 06:00am-12:00am; SU: 06:00am-12:00am,,,,,,12,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6153589,-122.3379635,2018/10/31,82565,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Day 1,2121 7th Avenue,"The stations are located on P2, P3 and P6",Seattle,WA,98121,,800-663-5633,E,,Public,MO: 06:00am-12:00am; TU: 06:00am-12:00am; WE: 06:00am-12:00am; TH: 06:00am-12:00am; FR: 06:00am-12:00am; SA: 06:00am-12:00am; SU: 06:00am-12:00am,,,,,,10,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6162311,-122.3402054,2018/10/31,82566,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SAMMAMISH,22612 SE 4th St,SAM VILLAGE #2; UPPER GARAGE TO RIGHT OF ENTRANCE,Sammamish,WA,98074,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606215,-122.0374261,2018/10/31,82585,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Confluence Technology Center,285 Technology Center Way,,Wenatchee,WA,98801,,509-661-4460,E,,Public,24 hours daily,,,,,,1,,,,,GPS,47.463409,-120.331529,2018/6/5,82593,2018-06-05 19:29:00 UTC,LG,,,2017/5/15,,,,,J1772,US,,,,Public,,public,,
ELEC,Rocky Reach Dam Visitor Center,6151 US 97 Alternate,,Wenatchee,WA,98801,,509-661-4460,E,,Public,9am-4pm daily (spring/fall); 9am-9pm daily (summer),,,,,,1,,,,,GPS,47.531819,-120.300871,2018/6/5,82594,2018-06-05 19:29:00 UTC,LG,,,2017/5/15,,,,,J1772,US,,,,Public,,public,,
ELEC,Troy Block,300 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,6,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6211672,-122.3354501,2018/10/31,82625,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Pike Place Market,1901 Western Avenue,Garage parking fees apply.,Seattle,WA,98101,,800-663-5633,E,,Public - Card key at all times,MO: 05:00am-02:00am; TU: 05:00am-02:00am; WE: 05:00am-02:00am; TH: 05:00am-02:00am; FR: 05:00am-02:00am; SA: 05:00am-02:00am; SU: 05:00am-02:00am,,,,,,9,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6091582,-122.3418441,2018/10/31,82626,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,LONGACRES,1200 SW 27th St,"GH BLDG D 1; SE Corner of Building D
GH BLDG D2; SE Corner of Building D",Renton,WA,98057,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.455854,-122.232867,2018/10/31,82782,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,LONGACRES,1300 SW 27th St,"CH BLDG C 2; SW Corner of Building C
GH BLDG C 1; SW Corner of Building C",Renton,WA,98057,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.457204,-122.237641,2018/10/31,82783,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MI SCHOOLS,7447 84th Ave SE,ISLANDER #1; South Corner of Parking lot.,Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5363945,-122.2280594,2018/10/31,82787,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,1201 Third,"1201 Third Avenue
Suite 520",Garage fees apply. Please note public garage hours for access. Charging rates: $0.55/hr for first 4 hours. $15.00/hr thereafter.,Seattle,WA,98101,,800-663-5633,E,,Public - Card key at all times,MO: 05:00am-11:00pm; TU: 05:00am-11:00pm; WE: 05:00am-11:00pm; TH: 05:00am-11:00pm; FR: 05:00am-11:00pm; SA: 08:00am-09:00pm; SU: 10:00am-09:00pm,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6072826,-122.3360929,2018/10/31,85480,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,BELLEVUE,10201 NE 4th St,"BELLEVUE DTP 1; West Parking Lot
BELLEVUE DTP 2; West parking lot",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.613593,-122.204683,2018/10/31,85540,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SKAGIT STATION,105 E Kincaid St,"SS1; -
SS2; -",Mount Vernon,WA,98273,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,48.417791,-122.334633,2018/10/31,85568,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,ESSEX,524 1st Ave N,EXPO STATION 1,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6239136,-122.3551183,2018/10/31,85636,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GCU,1500 W 4th Ave,STATION 1,spokane,WA,99201,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6527826,-117.4349173,2018/10/31,85907,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,OPALCO,95 2nd St N,2ND STREET; -,Friday Harbor,WA,98250,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.5346832,-123.0184736,2018/10/31,85924,2018-10-31 09:03:42 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,400 DEXTER AVE,400 Dexter Ave N,"400 DEXTER #2; P2 at the SW Corner
400 DEXTER 1; SW Corner od P2",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.622309,-122.341952,2018/10/31,86014,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Bellevue Nissan,14762 SE Eastgate Way,,Bellevue,WA,98007,,855-315-0206,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,47.580655,-122.143364,2018/7/9,86025,2018-07-09 12:13:28 UTC,P,,,2017/3/1,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,ALOFT,2752-2836 152nd Ave NE,"ALOFT ELEMENT 1; To The Right of the parking garage entrance.
ALOFT ELEMENT 2; ELEMENT HOTEL, Just to the left of garage entrance",Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.635347,-122.137519,2018/10/31,86099,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UWB CASCADIA CC,South Parking GarageCampus Way NE,SOUTH DUAL 3; Spaces 549 &amp; 550,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.7578379,-122.1909467,2018/10/31,86225,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,RPNW,1200 5th Ave,"IBM #1; -
IBM #2; -",Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.608418,-122.333239,2018/10/31,86298,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
