,Hour,Unitdesc,Parking_Spaces,Occupancy
10653,16,HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,12.6,0.7277777777777777
10654,16,HARVARD AVE BETWEEN SPRING ST AND SENECA ST,7.75,0.3526785714285714
10655,16,HARVARD AVE E BETWEEN E DENNY WAY AND E OLIVE WAY,12.333333333333334,0.7666666666666666
10656,16,HARVARD AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,12.666666666666666,0.8666666666666667
10657,16,HARVARD AVE E BETWEEN E MERCER ST AND E ROY E ST,12.0,0.9259259259259259
10658,16,HARVARD AVE E BETWEEN E OLIVE WAY AND E THOMAS ST,21.5,0.7571428571428571
10659,16,HARVARD AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,10.0,1.0
10660,16,HARVARD AVE E BETWEEN E THOMAS ST AND E HARRISON ST,25.666666666666668,0.9324561403508772
10661,16,HOWELL ST BETWEEN OLIVE WAY AND 9TH AVE,9.0,1.0
10662,16,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,12.0,1.0
10663,16,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,11.428571428571429,0.9285714285714286
10664,16,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,13.857142857142858,0.9434137291280148
10665,16,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,17.0,0.7254901960784313
10666,16,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,5.0,0.9375
10667,16,JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,15.0,1.0
10668,16,JOHN ST BETWEEN 4TH AVE N AND 5TH AVE N,7.8,0.9133333333333333
10669,16,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,13.0,0.8333333333333334
10670,16,JOHN ST BETWEEN 6TH AVE N AND AURORA SB AVE N,9.6,0.8666666666666668
10671,16,JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,24.75,0.5726600985221675
10672,16,JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,20.0,0.7111111111111111
10673,16,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,5.0,0.8571428571428572
10674,16,JOHN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,16.5,0.6818181818181819
10675,16,JOHN ST BETWEEN DEAD END AND BOREN AVE N,2.0,0.75
10676,16,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,26.8,0.6724210526315789
10677,16,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,15.75,0.9097222222222222
10678,16,JOHN ST BETWEEN MINOR AVE N AND PONTIUS W AVE N,13.5,0.5
10679,16,JOHN ST BETWEEN PONTIUS E AVE N AND YALE AVE N,26.0,0.875
10680,16,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,3.0,1.0
10681,16,JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,12.0,0.72
10682,16,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,21.0,0.6574074074074073
10683,16,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,6.0,0.85
10684,16,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,20.0,0.7333333333333333
10685,16,LAKE CITY WAY NE BETWEEN 30TH N AVE NE AND 31ST AVE NE,30.0,0.4
10686,16,LAKE CITY WAY NE BETWEEN 30TH S AVE NE AND NE 123RD ST,8.0,0.0
10687,16,LAKE CITY WAY NE BETWEEN NE 120TH ST AND 30TH S AVE NE,13.0,0.0
10688,16,LAKE CITY WAY NE BETWEEN NE 125TH ST AND NE 127TH ST,41.0,0.21951219512195122
10689,16,LAKE CITY WAY NE BETWEEN NE 127TH ST AND NE 130TH ST,33.0,0.30303030303030304
10690,16,LEARY AVE NW BETWEEN NW DOCK PL AND NW IONE PL,18.0,0.9166666666666667
10691,16,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,51.0,0.7424107142857144
10692,16,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,42.0,0.6658653846153846
10693,16,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,29.6,0.7432918932918934
10694,16,LENORA ST BETWEEN 1ST AVE AND 2ND AVE,12.0,0.7142857142857143
10695,16,LENORA ST BETWEEN 2ND AVE AND 3RD AVE,12.0,0.3333333333333333
10696,16,LENORA ST BETWEEN 3RD AVE AND 4TH AVE,9.4,0.6888888888888889
10697,16,LENORA ST BETWEEN 4TH AVE AND 5TH AVE,5.333333333333333,0.16666666666666666
10698,16,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,7.0,0.5033333333333333
10699,16,LENORA ST BETWEEN 6TH AVE AND 7TH AVE,3.6666666666666665,0.5555555555555555
10700,16,LENORA ST BETWEEN 7TH AVE AND 8TH AVE,8.333333333333334,0.6349206349206349
10701,16,LENORA ST BETWEEN 8TH AVE AND 9TH AVE,2.0,1.0
10702,16,LENORA ST BETWEEN 9TH AVE AND TERRY AVE,6.0,0.8400000000000001
10703,16,LENORA ST BETWEEN TERRY AVE AND BOREN AVE,20.4,0.6588235294117647
10704,16,LENORA ST BETWEEN WESTERN AVE AND 1ST AVE,13.6,0.8233333333333335
10705,16,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,13.2,0.8363636363636363
10706,16,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,16.8,0.8571428571428571
10707,16,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,8.4,0.9142857142857143
10708,16,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,5.5,0.8571428571428572
10709,16,MADISON ST BETWEEN 8TH AVE AND 9TH AVE,0.0,1.0
10710,16,MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,9.0,0.6666666666666666
10711,16,MADISON ST BETWEEN POST AVE AND 1ST AVE,5.333333333333333,0.9166666666666666
10712,16,MADISON ST BETWEEN WESTERN AVE AND POST AVE,9.25,0.7395833333333333
10713,16,MARION ST BETWEEN 2ND AVE AND 3RD AVE,7.2,0.7666666666666666
10714,16,MARION ST BETWEEN 3RD AVE AND 4TH AVE,0.0,1.0
10715,16,MARION ST BETWEEN 4TH AVE AND 5TH AVE,11.25,0.9722222222222222
10716,16,MARION ST BETWEEN 5TH AVE AND 6TH AVE,18.5,0.8120248538011696
10717,16,MARION ST BETWEEN 7TH AVE AND 8TH AVE,7.6,0.8646153846153846
10718,16,MARION ST BETWEEN 8TH AVE AND 9TH AVE,8.0,1.0
10719,16,MARION ST BETWEEN 9TH AVE AND TERRY AVE,12.8,0.7444444444444445
10720,16,MARION ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,9.5,0.5763888888888888
10721,16,MARION ST BETWEEN BOREN AVE AND MINOR AVE,6.0,0.96
10722,16,MARION ST BETWEEN MINOR AVE AND BOYLSTON AVE,36.2,0.8646198830409355
10723,16,MARION ST BETWEEN POST AVE AND 1ST AVE,6.666666666666667,0.6666666666666666
10724,16,MARION ST BETWEEN TERRY AVE AND BOREN AVE,13.2,0.7636363636363637
10725,16,MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,5.0,0.85
10726,16,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,12.857142857142858,0.8824508824508824
10727,16,MAYNARD AVE S BETWEEN S LANE ST AND S DEARBORN ST,6.857142857142857,0.38095238095238093
10728,16,MAYNARD AVE S BETWEEN S MAIN ST AND S JACKSON ST,14.428571428571429,0.6913919413919414
10729,16,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,16.0,0.7040816326530612
10730,16,MELROSE AVE BETWEEN PIKE ST AND PINE ST,19.5,0.8950892857142857
10731,16,MERCER NR ST BETWEEN 8TH AVE N AND 9TH AVE N,7.0,0.14285714285714285
10732,16,MERCER NR ST BETWEEN TERRY AVE N AND BOREN AVE N,6.0,0.16666666666666666
10733,16,MERCER NR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,6.0,0.5833333333333333
10734,16,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,4.0,0.0
10735,16,MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,3.75,0.3333333333333333
10736,16,MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,9.75,0.1597222222222222
10737,16,MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,11.5,0.45
10738,16,MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,0.0,1.0
10739,16,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,16.8,0.8428571428571429
10740,16,MERCER ST BETWEEN MERCER SR ST AND MINOR AVE N,4.5,1.0
10741,16,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,12.0,0.96875
10742,16,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,15.25,0.9520833333333334
10743,16,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,6.0,0.5833333333333334
10744,16,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,12.0,0.2962962962962963
10745,16,MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E,20.666666666666668,0.8412698412698413
10746,16,MINOR AVE BETWEEN CHERRY ST AND COLUMBIA ST,12.0,1.0
10747,16,MINOR AVE BETWEEN COLUMBIA ST AND MARION ST,15.6,0.9076923076923077
10748,16,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,11.0,0.7777777777777777
10749,16,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,6.0,0.8800000000000001
10750,16,MINOR AVE BETWEEN MADISON ST AND SPRING ST,10.25,0.9722222222222222
10751,16,MINOR AVE BETWEEN MARION ST AND MADISON ST,12.2,0.7486013986013986
10752,16,MINOR AVE BETWEEN PIKE ST AND PINE ST,10.0,0.84375
10753,16,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,10.4,0.9666666666666668
10754,16,MINOR AVE BETWEEN SPRING ST AND SENECA ST,18.0,0.96
10755,16,MINOR AVE BETWEEN STEWART ST AND VIRGINIA ST,21.5,0.37916666666666665
10756,16,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,19.25,1.0
10757,16,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,32.0,0.5972222222222222
10758,16,MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,24.0,0.6839285714285714
10759,16,MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,15.666666666666666,0.8898809523809524
10760,16,MINOR AVE N BETWEEN REPUBLICAN ST AND MERCER ST,21.333333333333332,0.6666666666666666
10761,16,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,28.0,0.4761904761904763
10762,16,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,47.25,0.7897727272727273
10763,16,MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST,19.0,0.47391304347826085
10764,16,N 34TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,28.6,0.7178947368421051
10765,16,N 34TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,25.5,0.5588235294117647
10766,16,N 34TH ST BETWEEN PHINNEY AVE N AND EVANSTON AVE N,76.2,0.5920830629461389
10767,16,N 35TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,25.4,0.7653679653679654
10768,16,N 35TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,22.4,0.808041958041958
10769,16,N 35TH ST BETWEEN PHINNEY AVE N AND EVANSTON AVE N,95.8,0.9034471585244267
10770,16,N 36TH ST BETWEEN DAYTON AVE N AND FREMONT PL N,1.0,0.0
10771,16,N 36TH ST BETWEEN FRANCIS AVE N AND DAYTON AVE N,14.4,0.7366666666666666
10772,16,N 36TH ST BETWEEN FREMONT AVE N AND FREMONT LN N,14.0,0.6041666666666667
10773,16,N 36TH ST BETWEEN FREMONT LN N AND LINDEN AVE N,10.0,0.9375
10774,16,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,23.8,0.6345454545454545
10775,16,N 36TH ST BETWEEN LINDEN AVE N AND TROLL AVE N,31.5,0.8333333333333333
10776,16,N 36TH ST BETWEEN PHINNEY AVE N AND FRANCIS AVE N,18.8,0.5196428571428571
10777,16,NAGLE PL BETWEEN E HOWELL ST AND E DENNY WAY,7.25,0.2767857142857143
10778,16,NAGLE PL BETWEEN E OLIVE ST AND E HOWELL ST,9.0,0.5555555555555556
10779,16,NAGLE PL BETWEEN E PINE ST AND E HOWELL ST,27.0,1.0
10780,16,NAGLE PL BETWEEN E PINE ST AND E OLIVE ST,13.5,0.5277777777777778
10781,16,NE 120TH ST BETWEEN 30TH AVE NE AND 31ST AVE NE,10.0,0.0
10782,16,NE 127TH ST BETWEEN 27TH AVE NE AND 28TH AVE NE,9.0,0.7777777777777778
10783,16,NE 127TH ST BETWEEN 28TH AVE NE AND 30TH AVE NE,13.0,0.7692307692307693
10784,16,NE 130TH ST BETWEEN 31ST AVE NE AND LAKE CITY WAY NE,13.0,0.7692307692307693
10785,16,NE 40TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,6.0,0.8333333333333334
10786,16,NE 40TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,5.0,0.7
10787,16,NE 41ST ST BETWEEN 11TH AVE NE AND 12TH AVE NE,10.0,0.9285714285714286
10788,16,NE 41ST ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,15.0,0.7
10789,16,NE 41ST ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,12.5,0.8
10790,16,NE 41ST ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,12.0,1.0
10791,16,NE 42ND ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,9.8,0.7138888888888889
10792,16,NE 42ND ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,19.8,0.8352941176470587
10793,16,NE 43RD ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,1.0,1.0
10794,16,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,9.2,0.6083333333333333
10795,16,NE 43RD ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,3.5,1.0
10796,16,NE 47TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,10.8,0.6
10797,16,NE 47TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,11.4,0.37676767676767675
10798,16,NE 47TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,13.2,0.509090909090909
10799,16,NE 47TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,6.0,0.75
10800,16,NE 47TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,9.6,0.7
10801,16,NE 63RD ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,14.333333333333334,0.5898989898989899
10802,16,NE 63RD ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,11.25,0.6667763157894737
10803,16,NE 64TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,22.0,0.8009259259259259
10804,16,NE 64TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,18.2,0.8808333333333334
10805,16,NE 64TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,12.2,0.7841269841269842
10806,16,NE 65TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,0.0,1.0
10807,16,NE 65TH ST BETWEEN 8TH AVE NE AND WEEDIN PL NE,0.0,1.0
10808,16,NE 65TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,6.0,0.6833333333333332
10809,16,NE 65TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,0.0,1.0
10810,16,NE 65TH ST BETWEEN WEEDIN PL NE AND 9TH AVE NE,4.333333333333333,0.5
10811,16,NE 70TH ST BETWEEN NE RAVENNA WB BV AND OSWEGO PL NE,10.8,0.8942857142857144
10812,16,NE 70TH ST BETWEEN OSWEGO PL NE AND 5TH AVE NE,24.0,0.875
10813,16,NE 71ST ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,12.4,0.6202020202020202
10814,16,NE 71ST ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,12.0,0.7138461538461539
10815,16,NE 72ND ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,17.2,0.9019047619047619
10816,16,NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,18.0,0.8400000000000001
10817,16,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,63.25,0.46360323582448404
10818,16,NE BOAT ST BETWEEN NE PACIFIC ST AND NE BOAT WR ST,11.25,0.41666666666666663
10819,16,NE CAMPUS EB PY BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,8.0,0.75
10820,16,NE MAPLE LEAF PL BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,8.0,0.8
10821,16,NE RAVENNA WB BV BETWEEN NE 71ST ST AND WOODLAWN AVE NE,6.0,0.52
10822,16,NW 48TH ST BETWEEN 17TH AVE NW AND BALLARD AVE NW,24.0,1.0
10823,16,NW 54TH SR ST BETWEEN 30TH WR AVE NW AND 32ND AVE NW,81.6,0.5397058823529411
10824,16,NW 54TH SR ST BETWEEN 32ND AVE NW AND NW 54TH ST,14.4,0.19999999999999998
10825,16,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,32.0,0.49340659340659343
10826,16,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,35.4,0.8015694076038905
10827,16,NW 56TH ST BETWEEN 24TH AVE NW AND 26TH AVE NW,11.0,0.7272727272727273
10828,16,NW 57TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,19.0,0.6842105263157895
10829,16,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,31.75,0.5709990702562858
10830,16,NW CENTRAL PL BETWEEN TALLMAN AVE NW AND RUSSELL AVE NW,32.0,1.0
10831,16,NW MARKET ST BETWEEN 15TH AVE NW AND 17TH AVE NW,14.0,0.45961538461538465
10832,16,NW MARKET ST BETWEEN 17TH AVE NW AND BARNES AVE NW,20.4,0.411764705882353
10833,16,NW MARKET ST BETWEEN 20TH AVE NW AND RUSSELL AVE NW,6.8,0.43809523809523804
10834,16,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,29.0,0.5051084567606307
10835,16,NW MARKET ST BETWEEN 26TH AVE NW AND 28TH AVE NW,74.0,0.2702702702702703
10836,16,NW MARKET ST BETWEEN 28TH AVE NW AND NW 54TH ST,18.0,0.7777777777777778
10837,16,NW MARKET ST BETWEEN BALLARD AVE NW AND 24TH AVE NW,14.4,0.8
10838,16,NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,17.2,0.4982142857142858
10839,16,NW MARKET ST BETWEEN LEARY AVE NW AND BALLARD AVE NW,7.4,0.780952380952381
10840,16,NW MARKET ST BETWEEN RUSSELL AVE NW AND LEARY AVE NW,17.0,0.6333333333333333
10841,16,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,3.75,1.0
10842,16,NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,15.5,0.7619047619047619
10843,16,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,17.5,0.8035714285714286
10844,16,OCCIDENTAL AVE S BETWEEN EDGAR MARTINEZ DR S AND S MASSACHUSETTS ST,25.0,0.96
10845,16,OCCIDENTAL AVE S BETWEEN RAILROAD WAY S AND S ROYAL BROUGHAM WAY,15.166666666666666,0.4404761904761904
10846,16,OCCIDENTAL AVE S BETWEEN S HOLGATE ST AND S WALKER ST,35.0,0.5142857142857142
10847,16,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,14.857142857142858,0.7802197802197802
10848,16,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,17.6,0.6181818181818182
10849,16,OCCIDENTAL AVE S BETWEEN S LANDER ST AND S FOREST ST,59.0,0.576271186440678
10850,16,OCCIDENTAL AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,34.0,0.7352941176470589
10851,16,OCCIDENTAL AVE S BETWEEN S STACY ST AND S LANDER ST,52.0,0.6153846153846154
10852,16,OCCIDENTAL AVE S BETWEEN S WALKER ST AND S STACY ST,50.0,0.62
10853,16,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,13.142857142857142,0.7456709956709957
10854,16,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,0.0,1.0
10855,16,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,0.0,1.0
10856,16,OLIVE WAY BETWEEN BOREN AVE AND MINOR AVE,3.0,0.7777777777777777
10857,16,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,0.0,1.0
10858,16,OSWEGO PL NE BETWEEN NE 68TH ST AND NE 70TH ST,30.0,0.95
10859,16,PHINNEY AVE N BETWEEN N 34TH ST AND N 35TH ST,30.0,0.6646153846153846
10860,16,PHINNEY AVE N BETWEEN N 35TH ST AND N 36TH ST,14.6,0.7310489510489511
10861,16,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,8.8,0.7
10862,16,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,3.75,0.5833333333333334
10863,16,PIKE ST BETWEEN 6TH AVE AND 7TH AVE,2.0,1.0
10864,16,PIKE ST BETWEEN 8TH AVE AND CONVENTION PL,4.4,0.5166666666666666
10865,16,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,9.0,0.8333333333333333
10866,16,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,9.0,0.6666666666666667
10867,16,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2.5,0.75
10868,16,PINE ST BETWEEN 2ND AVE AND 3RD AVE,2.5,0.75
10869,16,PINE ST BETWEEN 7TH AVE AND 8TH AVE,5.0,0.75
10870,16,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,6.25,0.9
10871,16,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,18.666666666666668,0.7619047619047619
10872,16,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,18.0,0.759018759018759
10873,16,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,1.75,0.375
10874,16,PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,16.0,0.5590277777777778
10875,16,PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,36.75,0.635670731707317
10876,16,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,17.428571428571427,0.7803571428571429
10877,16,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,0.0,1.0
10878,16,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,14.833333333333334,0.5629370629370629
10879,16,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,32.166666666666664,0.530952380952381
10880,16,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,30.666666666666668,0.6187749287749288
10881,16,QUEEN ANNE AVE N BETWEEN MERCER ST AND ROY ST,21.0,0.6198543744983372
10882,16,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,16.666666666666668,0.6294642857142857
10883,16,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,23.833333333333332,0.5625583566760036
10884,16,RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,2.0,1.0
10885,16,RAINIER AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,8.0,0.5
10886,16,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,20.5,0.9666666666666667
10887,16,RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,9.0,0.8125
10888,16,RAINIER AVE S BETWEEN S HUDSON ST AND 39TH N AVE S,25.5,0.5542763157894737
10889,16,REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,17.5,0.8555555555555555
10890,16,REPUBLICAN ST BETWEEN 4TH AVE N AND 5TH AVE N,18.333333333333332,0.7037037037037037
10891,16,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,6.2,0.3866666666666666
10892,16,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,3.0,1.0
10893,16,REPUBLICAN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,9.25,0.6785714285714286
10894,16,REPUBLICAN ST BETWEEN DEXTER AVE N AND 8TH AVE N,9.5,0.358974358974359
10895,16,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,8.666666666666666,0.6296296296296297
10896,16,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,14.5,0.9807692307692308
10897,16,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N,18.666666666666668,0.8809523809523809
10898,16,REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,18.666666666666668,0.6666666666666666
10899,16,REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,10.4,0.7227272727272727
10900,16,REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,10.25,0.8333333333333334
10901,16,ROOSEVELT WAY NE BETWEEN NE 41ST ST AND NE 42ND S ST,2.0,0.0
10902,16,ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,12.75,0.7555555555555555
10903,16,ROOSEVELT WAY NE BETWEEN NE 42ND S ST AND NE 42ND N ST,9.2,0.48311688311688306
10904,16,ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,17.0,0.48174470457079155
10905,16,ROOSEVELT WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,26.4,0.5087912087912088
10906,16,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,31.75,0.45622745376066065
10907,16,ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,16.2,0.34941176470588237
10908,16,ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,12.6,0.7277777777777777
10909,16,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,14.4,0.6833333333333333
10910,16,ROOSEVELT WAY NE BETWEEN NE 66TH ST AND NE 67TH ST,8.0,0.375
10911,16,ROOSEVELT WAY NE BETWEEN NE 67TH ST AND NE 68TH ST,20.666666666666668,0.7731481481481483
10912,16,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,13.166666666666666,0.5517543859649123
10913,16,ROY ST BETWEEN 2ND AVE N AND 3RD AVE N,4.166666666666667,0.7051282051282052
10914,16,ROY ST BETWEEN 3RD AVE N AND NOB HILL AVE N,18.0,0.3888888888888889
10915,16,ROY ST BETWEEN 5TH AVE N AND TAYLOR AVE N,7.0,0.9285714285714286
10916,16,ROY ST BETWEEN 6TH AVE N AND AURORA AVE N,12.0,0.7666666666666666
10917,16,ROY ST BETWEEN AURORA AVE N AND DEXTER AVE N,5.0,0.1
10918,16,ROY ST BETWEEN DEAD END AND EASTLAKE AVE E,8.0,0.25
10919,16,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,14.5,0.49642857142857144
10920,16,ROY ST BETWEEN NOB HILL AVE N AND 4TH AVE N,12.333333333333334,0.49907407407407406
10921,16,ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,10.0,0.7
10922,16,ROY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,10.0,0.8076923076923077
10923,16,ROY ST BETWEEN WARREN AVE N AND 2ND AVE N,9.0,0.44047619047619047
10924,16,RUSSELL AVE NW BETWEEN 17TH AVE NW AND NW DOCK PL,6.0,0.375
